filename,width,height,class,xmin,ymin,xmax,ymax
shiba_inu_162.jpg,500,335,dog,339,68,497,256
British_Shorthair_119.jpg,500,375,cat,190,21,387,222
Sphynx_111.jpg,332,500,cat,53,1,291,216
leonberger_131.jpg,500,333,dog,135,28,379,246
Bombay_136.jpg,200,182,cat,72,3,154,98
pug_156.jpg,300,225,dog,73,17,215,132
British_Shorthair_15.jpg,600,434,cat,73,13,216,154
Siamese_146.jpg,500,375,cat,151,39,374,292
Siamese_19.jpg,432,324,cat,117,54,268,184
Siamese_141.jpg,500,375,cat,223,1,436,246
yorkshire_terrier_138.jpg,300,211,dog,173,2,282,142
Egyptian_Mau_133.jpg,400,300,cat,80,1,144,78
leonberger_15.jpg,500,414,dog,276,41,385,131
chihuahua_130.jpg,300,225,dog,131,8,229,117
leonberger_114.jpg,500,375,dog,147,76,288,211
Birman_112.jpg,500,375,cat,137,19,479,331
Egyptian_Mau_115.jpg,386,417,cat,188,20,287,122
Ragdoll_182.jpg,500,380,cat,194,44,365,188
samoyed_104.jpg,500,333,dog,187,18,320,179
shiba_inu_180.jpg,500,375,dog,184,56,284,177
Ragdoll_154.jpg,371,500,cat,174,7,285,120
Russian_Blue_178.jpg,375,500,cat,170,25,329,196
Abyssinian_128.jpg,500,375,cat,46,22,166,168
Bengal_104.jpg,500,463,cat,95,20,279,244
havanese_139.jpg,500,476,dog,160,6,463,273
saint_bernard_155.jpg,500,423,dog,191,32,469,264
Maine_Coon_10.jpg,600,900,cat,97,78,430,454
scottish_terrier_165.jpg,500,375,dog,159,27,300,238
Persian_112.jpg,433,400,cat,55,20,409,346
american_bulldog_19.jpg,500,333,dog,66,6,427,309
Bengal_143.jpg,300,225,cat,70,1,228,143
english_setter_118.jpg,500,333,dog,197,82,263,134
saint_bernard_187.jpg,333,500,dog,30,88,206,267
boxer_109.jpg,375,500,dog,85,48,288,239
miniature_pinscher_138.jpg,300,201,dog,47,1,173,136
american_bulldog_175.jpg,291,331,dog,22,60,253,297
British_Shorthair_100.jpg,500,332,cat,201,60,348,213
Maine_Coon_108.jpg,500,375,cat,157,19,327,204
samoyed_139.jpg,500,455,dog,72,53,201,203
Egyptian_Mau_100.jpg,300,163,cat,250,29,295,71
Sphynx_15.jpg,500,349,cat,146,18,372,246
Egyptian_Mau_132.jpg,380,253,cat,91,35,159,102
american_bulldog_10.jpg,500,334,dog,103,47,330,268
beagle_100.jpg,333,500,dog,3,1,297,289
pomeranian_124.jpg,300,225,dog,102,56,198,178
Maine_Coon_111.jpg,299,500,cat,58,1,285,242
keeshond_136.jpg,500,423,dog,184,203,265,312
newfoundland_108.jpg,333,500,dog,13,1,289,228
Sphynx_107.jpg,334,500,cat,75,130,282,356
Persian_1.jpg,275,196,cat,42,22,115,84
american_bulldog_178.jpg,500,334,dog,187,32,320,156
Egyptian_Mau_15.jpg,500,334,cat,243,93,338,191
basset_hound_138.jpg,400,500,dog,41,295,124,425
scottish_terrier_189.jpg,424,500,dog,149,158,319,400
Ragdoll_176.jpg,500,307,cat,324,69,408,161
great_pyrenees_153.jpg,500,413,dog,331,60,443,156
american_pit_bull_terrier_12.jpg,342,500,dog,99,59,284,201
leonberger_130.jpg,500,333,dog,99,47,205,133
american_bulldog_176.jpg,500,333,dog,189,112,342,263
miniature_pinscher_117.jpg,200,150,dog,41,17,151,94
japanese_chin_141.jpg,500,334,dog,187,91,304,182
miniature_pinscher_106.jpg,500,411,dog,94,42,347,359
scottish_terrier_176.jpg,375,500,dog,71,1,300,343
newfoundland_139.jpg,500,333,dog,166,7,411,259
beagle_140.jpg,500,375,dog,110,71,258,174
american_pit_bull_terrier_18.jpg,375,500,dog,71,47,351,335
boxer_125.jpg,500,333,dog,256,110,340,193
Ragdoll_183.jpg,500,436,cat,234,18,476,287
scottish_terrier_181.jpg,500,375,dog,39,23,428,246
american_pit_bull_terrier_11.jpg,375,500,dog,159,34,320,169
american_bulldog_183.jpg,500,333,dog,146,115,286,225
wheaten_terrier_180.jpg,500,330,dog,194,121,295,228
saint_bernard_142.jpg,500,375,dog,98,169,300,358
scottish_terrier_151.jpg,500,375,dog,144,7,295,244
miniature_pinscher_114.jpg,300,225,dog,86,1,187,107
american_bulldog_172.jpg,375,500,dog,14,14,366,336
Siamese_139.jpg,333,500,cat,48,35,265,285
Bombay_10.jpg,500,375,cat,150,1,348,222
scottish_terrier_177.jpg,500,333,dog,67,15,305,290
Abyssinian_1.jpg,600,400,cat,333,72,425,158
Ragdoll_193.jpg,332,500,cat,78,41,259,227
beagle_115.jpg,500,343,dog,104,134,240,271
newfoundland_14.jpg,500,379,dog,148,39,355,244
staffordshire_bull_terrier_120.jpg,333,500,dog,68,96,212,261
Bengal_184.jpg,398,306,cat,238,84,302,151
english_cocker_spaniel_153.jpg,500,281,dog,148,82,282,213
english_cocker_spaniel_135.jpg,500,313,dog,169,26,267,144
beagle_134.jpg,500,334,dog,127,82,294,223
Ragdoll_180.jpg,375,500,cat,96,65,238,221
american_pit_bull_terrier_116.jpg,300,199,dog,130,62,194,110
miniature_pinscher_123.jpg,225,300,dog,33,39,201,142
basset_hound_100.jpg,500,357,dog,199,184,289,314
scottish_terrier_186.jpg,500,333,dog,127,108,270,246
german_shorthaired_126.jpg,500,333,dog,194,62,425,191
shiba_inu_198.jpg,500,334,dog,42,45,262,265
Ragdoll_195.jpg,500,334,cat,152,18,342,220
Sphynx_150.jpg,332,500,cat,103,26,312,228
havanese_17.jpg,500,333,dog,232,17,404,164
Bengal_158.jpg,300,225,cat,109,7,151,57
Siamese_115.jpg,500,335,cat,239,30,419,210
saint_bernard_152.jpg,500,332,dog,110,91,264,253
beagle_103.jpg,500,334,dog,150,62,317,225
german_shorthaired_139.jpg,400,500,dog,21,1,381,244
american_bulldog_14.jpg,500,376,dog,92,22,369,343
Bengal_141.jpg,300,263,cat,15,145,74,206
english_cocker_spaniel_122.jpg,375,500,dog,151,166,249,263
great_pyrenees_133.jpg,500,333,dog,106,46,314,297
great_pyrenees_135.jpg,420,315,dog,253,48,349,142
leonberger_12.jpg,500,333,dog,138,20,342,255
english_setter_113.jpg,500,335,dog,197,53,398,196
pomeranian_115.jpg,300,233,dog,148,7,235,124
Bengal_191.jpg,500,375,cat,188,24,296,140
english_cocker_spaniel_120.jpg,500,375,dog,100,46,327,302
Bombay_120.jpg,140,134,cat,11,11,95,96
saint_bernard_162.jpg,375,500,dog,30,48,238,250
Bengal_125.jpg,500,332,cat,256,27,357,144
miniature_pinscher_115.jpg,300,210,dog,178,4,263,160
english_cocker_spaniel_151.jpg,327,500,dog,70,23,292,213
British_Shorthair_127.jpg,322,500,cat,49,130,264,355
Birman_14.jpg,375,500,cat,82,134,236,299
Abyssinian_129.jpg,333,500,cat,114,94,252,224
staffordshire_bull_terrier_136.jpg,500,375,dog,140,44,459,278
Maine_Coon_106.jpg,500,333,cat,217,25,359,194
pug_167.jpg,300,205,dog,69,36,145,105
scottish_terrier_166.jpg,500,333,dog,162,57,369,175
american_pit_bull_terrier_134.jpg,300,252,dog,46,22,133,107
beagle_135.jpg,360,240,dog,183,29,313,139
Bengal_169.jpg,300,225,cat,12,16,78,88
newfoundland_138.jpg,500,333,dog,155,1,466,303
leonberger_100.jpg,332,500,dog,71,105,250,299
samoyed_125.jpg,500,476,dog,56,40,344,368
japanese_chin_144.jpg,500,375,dog,135,38,418,305
Bengal_16.jpg,500,333,cat,112,14,393,298
chihuahua_108.jpg,265,300,dog,34,1,259,205
pug_165.jpg,300,225,dog,106,71,178,124
Bengal_190.jpg,668,500,cat,204,145,286,231
pug_145.jpg,300,225,dog,102,1,289,153
english_setter_127.jpg,500,331,dog,168,63,349,278
yorkshire_terrier_16.jpg,500,375,dog,205,106,318,238
beagle_12.jpg,500,333,dog,44,1,317,270
Maine_Coon_133.jpg,497,500,cat,77,26,217,182
newfoundland_131.jpg,500,375,dog,103,133,253,270
yorkshire_terrier_120.jpg,133,200,dog,33,32,104,102
samoyed_138.jpg,500,375,dog,132,64,276,239
Persian_107.jpg,500,402,cat,287,48,484,231
english_setter_131.jpg,375,500,dog,77,149,262,291
boxer_122.jpg,500,333,dog,273,142,309,185
newfoundland_132.jpg,375,500,dog,136,50,294,171
Bombay_134.jpg,290,344,cat,128,42,209,132
Bengal_165.jpg,277,300,cat,51,24,113,108
great_pyrenees_155.jpg,500,333,dog,216,102,328,217
havanese_105.jpg,375,500,dog,34,58,362,343
beagle_104.jpg,500,333,dog,46,33,181,157
havanese_116.jpg,342,500,dog,39,110,248,276
Maine_Coon_19.jpg,500,397,cat,218,58,312,151
Maine_Coon_140.jpg,500,375,cat,145,93,205,156
British_Shorthair_140.jpg,500,333,cat,147,41,286,183
leonberger_118.jpg,500,333,dog,147,42,380,271
pug_157.jpg,300,267,dog,28,7,243,220
english_cocker_spaniel_156.jpg,500,375,dog,207,58,327,168
shiba_inu_190.jpg,333,500,dog,63,146,174,307
Birman_102.jpg,332,500,cat,115,81,252,219
pomeranian_136.jpg,295,299,dog,8,6,173,176
Bengal_168.jpg,300,225,cat,55,49,164,171
great_pyrenees_163.jpg,500,357,dog,46,137,144,220
pomeranian_102.jpg,500,375,dog,183,76,265,201
keeshond_114.jpg,500,334,dog,217,13,381,210
Birman_120.jpg,500,375,cat,80,47,368,290
english_setter_116.jpg,500,333,dog,188,59,315,146
samoyed_121.jpg,500,400,dog,175,3,341,267
saint_bernard_157.jpg,334,500,dog,153,174,281,292
wheaten_terrier_188.jpg,500,330,dog,119,45,228,129
scottish_terrier_172.jpg,375,500,dog,68,61,268,429
Maine_Coon_129.jpg,500,333,cat,131,29,284,186
havanese_135.jpg,500,457,dog,63,49,450,362
great_pyrenees_161.jpg,500,381,dog,72,25,234,134
newfoundland_109.jpg,500,334,dog,152,46,248,136
saint_bernard_146.jpg,500,375,dog,49,63,152,150
american_pit_bull_terrier_129.jpg,214,300,dog,67,19,167,97
newfoundland_122.jpg,500,400,dog,147,49,277,181
British_Shorthair_134.jpg,500,375,cat,165,5,343,184
leonberger_120.jpg,500,375,dog,163,91,348,242
miniature_pinscher_140.jpg,300,220,dog,230,103,289,197
Egyptian_Mau_143.jpg,381,339,cat,281,5,376,95
Bengal_174.jpg,271,300,cat,91,5,179,96
Siamese_147.jpg,500,374,cat,134,34,325,235
shiba_inu_160.jpg,500,333,dog,300,59,450,241
miniature_pinscher_129.jpg,300,225,dog,138,65,184,130
Ragdoll_153.jpg,500,415,cat,284,11,464,198
saint_bernard_165.jpg,500,375,dog,164,76,362,232
British_Shorthair_128.jpg,332,500,cat,85,141,243,300
scottish_terrier_141.jpg,375,500,dog,60,68,294,320
yorkshire_terrier_14.jpg,356,500,dog,88,17,226,205
havanese_127.jpg,500,375,dog,148,83,289,214
pomeranian_111.jpg,300,253,dog,92,3,173,81
Abyssinian_130.jpg,333,500,cat,93,85,255,230
saint_bernard_163.jpg,500,375,dog,196,54,352,221
samoyed_118.jpg,500,375,dog,148,128,210,220
saint_bernard_171.jpg,500,462,dog,43,25,273,216
shiba_inu_185.jpg,333,500,dog,22,1,286,334
Siamese_149.jpg,500,333,cat,227,33,431,245
american_bulldog_173.jpg,500,333,dog,156,46,492,250
pug_159.jpg,300,225,dog,102,40,226,146
american_pit_bull_terrier_114.jpg,300,246,dog,33,34,177,178
Russian_Blue_164.jpg,500,333,cat,97,60,280,234
Bengal_173.jpg,300,182,cat,17,11,70,67
boxer_123.jpg,500,333,dog,205,185,241,231
english_cocker_spaniel_115.jpg,500,333,dog,157,3,294,149
British_Shorthair_17.jpg,500,332,cat,116,1,372,242
basset_hound_10.jpg,500,375,dog,99,64,397,314
Sphynx_125.jpg,333,500,cat,1,1,333,364
keeshond_120.jpg,500,333,dog,169,5,346,238
Bengal_132.jpg,300,300,cat,20,8,90,87
yorkshire_terrier_140.jpg,300,187,dog,103,8,224,137
pug_188.jpg,300,215,dog,104,26,223,122
Russian_Blue_185.jpg,355,500,cat,70,7,306,279
scottish_terrier_190.jpg,309,500,dog,32,6,253,328
english_cocker_spaniel_121.jpg,500,375,dog,59,56,301,282
staffordshire_bull_terrier_13.jpg,500,352,dog,92,87,191,178
saint_bernard_148.jpg,500,340,dog,83,34,391,309
Bengal_133.jpg,300,200,cat,46,59,107,111
boxer_117.jpg,500,333,dog,205,25,318,113
yorkshire_terrier_104.jpg,500,332,dog,206,47,373,202
saint_bernard_184.jpg,500,375,dog,83,131,188,250
german_shorthaired_143.jpg,375,500,dog,88,61,228,204
great_pyrenees_126.jpg,500,375,dog,230,117,301,207
newfoundland_126.jpg,443,500,dog,227,52,380,217
Maine_Coon_135.jpg,500,332,cat,68,34,276,266
havanese_113.jpg,500,375,dog,78,66,291,227
boxer_111.jpg,500,333,dog,116,1,321,239
Ragdoll_184.jpg,334,500,cat,63,47,217,207
Maine_Coon_139.jpg,500,364,cat,325,23,408,110
basset_hound_109.jpg,375,500,dog,45,70,249,259
Sphynx_128.jpg,500,281,cat,358,54,447,148
keeshond_140.jpg,500,375,dog,77,1,217,159
staffordshire_bull_terrier_112.jpg,500,375,dog,105,52,451,328
Bombay_131.jpg,300,293,cat,79,14,244,211
german_shorthaired_129.jpg,332,500,dog,27,141,116,223
British_Shorthair_122.jpg,500,346,cat,130,56,281,223
samoyed_133.jpg,500,333,dog,212,10,398,238
miniature_pinscher_15.jpg,500,375,dog,290,23,445,241
basset_hound_102.jpg,500,332,dog,1,1,450,332
Bombay_130.jpg,310,271,cat,170,16,248,87
pomeranian_128.jpg,204,300,dog,25,29,162,190
havanese_14.jpg,500,333,dog,179,99,321,225
japanese_chin_158.jpg,500,375,dog,71,55,211,168
British_Shorthair_101.jpg,500,333,cat,261,87,371,196
Egyptian_Mau_102.jpg,576,384,cat,369,64,450,146
pug_147.jpg,300,224,dog,77,23,243,164
boxer_137.jpg,500,375,dog,87,51,366,302
Bengal_138.jpg,300,297,cat,47,1,222,191
Bombay_104.jpg,167,250,cat,11,17,94,99
miniature_pinscher_130.jpg,300,225,dog,122,27,195,116
wheaten_terrier_150.jpg,500,375,dog,51,49,217,203
British_Shorthair_125.jpg,500,334,cat,83,6,164,83
english_cocker_spaniel_158.jpg,372,500,dog,80,37,281,214
Siamese_140.jpg,367,500,cat,181,52,364,238
chihuahua_114.jpg,300,220,dog,53,27,239,121
British_Shorthair_102.jpg,500,333,cat,203,7,343,159
newfoundland_117.jpg,500,375,dog,85,72,367,309
shiba_inu_146.jpg,500,375,dog,133,50,233,193
great_pyrenees_130.jpg,500,482,dog,83,43,238,228
yorkshire_terrier_110.jpg,378,500,dog,177,214,323,431
american_bulldog_111.jpg,500,333,dog,95,16,341,276
wheaten_terrier_189.jpg,500,333,dog,198,22,309,118
British_Shorthair_148.jpg,500,281,cat,205,46,277,115
german_shorthaired_121.jpg,500,375,dog,354,108,404,152
yorkshire_terrier_125.jpg,200,150,dog,52,30,132,107
Bombay_139.jpg,450,297,cat,102,62,180,135
samoyed_102.jpg,500,408,dog,90,84,166,183
shiba_inu_142.jpg,500,334,dog,198,55,302,187
Siamese_127.jpg,500,334,cat,275,28,435,222
Siamese_133.jpg,334,500,cat,80,122,251,294
Russian_Blue_200.jpg,500,334,cat,232,134,273,175
Abyssinian_124.jpg,333,500,cat,88,94,207,195
Sphynx_12.jpg,500,333,cat,120,21,302,206
american_bulldog_115.jpg,500,333,dog,182,49,298,173
pug_161.jpg,300,281,dog,65,36,199,166
Russian_Blue_198.jpg,500,333,cat,199,34,379,223
samoyed_126.jpg,500,333,dog,95,69,337,307
english_cocker_spaniel_124.jpg,375,500,dog,94,153,260,314
Bengal_119.jpg,356,500,cat,127,38,298,229
Bengal_123.jpg,500,335,cat,220,139,286,226
Sphynx_124.jpg,500,375,cat,33,29,298,299
Bengal_161.jpg,300,225,cat,183,71,239,124
Siamese_113.jpg,500,375,cat,84,19,252,203
shiba_inu_144.jpg,334,500,dog,134,149,235,264
newfoundland_133.jpg,500,375,dog,237,83,335,169
Persian_132.jpg,333,500,cat,28,81,325,380
german_shorthaired_160.jpg,500,375,dog,170,172,419,353
samoyed_14.jpg,500,357,dog,103,96,254,256
Abyssinian_100.jpg,394,500,cat,151,71,335,267
pomeranian_132.jpg,300,249,dog,133,2,218,104
saint_bernard_175.jpg,500,375,dog,88,53,164,137
shiba_inu_172.jpg,500,365,dog,105,25,373,331
Russian_Blue_194.jpg,500,375,cat,128,89,244,217
Siamese_148.jpg,500,437,cat,236,33,372,187
chihuahua_139.jpg,283,300,dog,99,69,213,168
english_setter_114.jpg,335,500,dog,103,120,233,253
keeshond_105.jpg,375,500,dog,128,69,263,275
keeshond_115.jpg,500,333,dog,177,55,336,243
newfoundland_128.jpg,400,500,dog,163,60,354,220
staffordshire_bull_terrier_125.jpg,333,500,dog,103,51,237,239
scottish_terrier_188.jpg,500,333,dog,170,10,308,177
german_shorthaired_135.jpg,500,333,dog,146,54,377,215
chihuahua_12.jpg,500,375,dog,292,15,416,196
boxer_140.jpg,500,375,dog,92,65,340,278
yorkshire_terrier_112.jpg,483,500,dog,46,84,285,300
saint_bernard_159.jpg,500,336,dog,115,95,414,292
german_shorthaired_150.jpg,333,500,dog,149,177,215,255
keeshond_108.jpg,375,500,dog,90,72,221,208
miniature_pinscher_133.jpg,300,225,dog,131,1,229,156
japanese_chin_162.jpg,500,333,dog,95,16,366,207
great_pyrenees_150.jpg,333,500,dog,42,148,267,340
chihuahua_123.jpg,300,200,dog,82,1,176,81
staffordshire_bull_terrier_117.jpg,500,375,dog,55,91,385,270
english_setter_135.jpg,340,500,dog,35,24,305,249
Bengal_120.jpg,500,375,cat,141,124,241,217
beagle_136.jpg,500,375,dog,97,89,469,351
Bengal_127.jpg,500,372,cat,115,14,204,122
beagle_121.jpg,500,375,dog,47,150,276,303
chihuahua_119.jpg,212,300,dog,49,24,156,144
Bengal_177.jpg,225,300,cat,67,110,113,157
wheaten_terrier_170.jpg,500,330,dog,181,126,299,239
japanese_chin_147.jpg,375,500,dog,20,152,216,336
newfoundland_101.jpg,500,333,dog,194,57,316,186
japanese_chin_143.jpg,500,375,dog,108,59,306,236
Ragdoll_181.jpg,500,333,cat,155,55,270,174
Bombay_125.jpg,448,300,cat,159,7,330,194
Bombay_123.jpg,360,269,cat,181,62,348,212
Persian_135.jpg,500,352,cat,158,3,384,183
Ragdoll_174.jpg,332,500,cat,44,80,231,276
Siamese_106.jpg,500,375,cat,148,57,307,223
Birman_132.jpg,500,343,cat,225,8,402,217
shiba_inu_177.jpg,333,500,dog,140,158,290,242
Siamese_17.jpg,500,500,cat,29,1,398,437
miniature_pinscher_116.jpg,300,226,dog,95,52,213,130
Bombay_127.jpg,234,350,cat,51,79,215,228
havanese_129.jpg,375,500,dog,84,86,352,321
american_bulldog_12.jpg,500,333,dog,183,60,401,256
samoyed_137.jpg,375,500,dog,93,35,231,210
Siamese_119.jpg,500,335,cat,191,63,277,156
Siamese_144.jpg,500,335,cat,160,21,340,230
wheaten_terrier_159.jpg,500,375,dog,104,62,241,181
Russian_Blue_199.jpg,500,333,cat,150,2,372,291
Egyptian_Mau_110.jpg,240,194,cat,165,65,224,127
yorkshire_terrier_128.jpg,300,225,dog,60,17,216,141
japanese_chin_151.jpg,467,500,dog,72,101,340,335
basset_hound_103.jpg,500,327,dog,244,76,370,179
german_shorthaired_152.jpg,333,500,dog,73,154,287,303
leonberger_134.jpg,500,333,dog,103,68,356,284
basset_hound_139.jpg,500,335,dog,90,66,233,219
British_Shorthair_113.jpg,457,500,cat,223,179,322,284
Persian_11.jpg,375,500,cat,10,1,343,300
Egyptian_Mau_121.jpg,500,375,cat,185,131,294,250
english_cocker_spaniel_132.jpg,358,500,dog,17,1,341,312
Ragdoll_158.jpg,500,378,cat,368,8,480,122
Birman_117.jpg,500,383,cat,129,7,410,273
yorkshire_terrier_107.jpg,333,500,dog,31,73,277,308
Siamese_125.jpg,500,334,cat,121,15,262,173
american_bulldog_181.jpg,500,334,dog,122,31,356,247
Abyssinian_10.jpg,375,500,cat,72,105,288,291
pomeranian_12.jpg,500,375,dog,186,1,418,284
yorkshire_terrier_114.jpg,300,225,dog,85,11,220,153
Bengal_135.jpg,300,145,cat,18,17,71,80
Sphynx_139.jpg,500,444,cat,224,27,366,130
Russian_Blue_172.jpg,333,500,cat,150,184,234,281
Ragdoll_202.jpg,500,375,cat,125,9,307,211
beagle_101.jpg,500,334,dog,187,64,319,178
scottish_terrier_182.jpg,500,333,dog,218,62,428,292
shiba_inu_176.jpg,500,333,dog,187,1,468,256
havanese_134.jpg,500,334,dog,166,93,288,197
Birman_13.jpg,500,333,cat,231,1,411,162
beagle_126.jpg,352,500,dog,37,114,326,370
american_bulldog_104.jpg,500,332,dog,96,29,360,253
boxer_108.jpg,375,500,dog,92,62,363,295
yorkshire_terrier_101.jpg,500,375,dog,26,1,373,305
newfoundland_120.jpg,500,333,dog,184,94,295,199
american_pit_bull_terrier_103.jpg,500,333,dog,25,16,347,333
pug_142.jpg,300,225,dog,81,20,235,150
Sphynx_145.jpg,500,333,cat,163,9,313,176
american_pit_bull_terrier_136.jpg,300,225,dog,103,55,220,146
keeshond_113.jpg,333,500,dog,123,97,277,303
basset_hound_127.jpg,500,375,dog,90,3,397,374
Russian_Blue_156.jpg,500,352,cat,160,43,378,245
english_setter_102.jpg,333,500,dog,71,27,249,174
english_setter_112.jpg,335,500,dog,28,125,216,262
boxer_132.jpg,500,309,dog,193,37,414,261
Persian_133.jpg,500,313,cat,84,16,386,275
newfoundland_110.jpg,500,375,dog,121,17,338,231
Ragdoll_168.jpg,422,500,cat,150,44,367,221
basset_hound_14.jpg,500,333,dog,74,12,477,263
samoyed_132.jpg,333,500,dog,63,31,314,315
great_pyrenees_137.jpg,500,333,dog,201,117,407,289
Abyssinian_126.jpg,500,423,cat,88,87,204,182
keeshond_131.jpg,500,333,dog,130,1,274,180
english_setter_120.jpg,310,500,dog,90,32,247,137
Maine_Coon_105.jpg,500,333,cat,25,1,331,277
english_cocker_spaniel_152.jpg,368,500,dog,160,161,319,387
wheaten_terrier_163.jpg,375,500,dog,134,105,282,279
american_bulldog_188.jpg,500,500,dog,235,239,486,458
Ragdoll_165.jpg,332,500,cat,123,152,214,230
Bengal_159.jpg,300,225,cat,142,1,190,48
newfoundland_104.jpg,500,375,dog,189,77,318,212
scottish_terrier_169.jpg,500,396,dog,43,1,399,293
leonberger_110.jpg,500,333,dog,112,1,436,277
Birman_17.jpg,359,500,cat,118,10,292,217
newfoundland_134.jpg,500,375,dog,211,126,338,225
Maine_Coon_100.jpg,500,357,cat,89,15,298,236
great_pyrenees_141.jpg,333,500,dog,142,308,240,409
american_bulldog_186.jpg,375,500,dog,74,230,289,432
yorkshire_terrier_18.jpg,500,375,dog,52,23,289,183
Sphynx_18.jpg,500,375,cat,152,40,359,221
Ragdoll_197.jpg,354,500,cat,23,21,276,265
British_Shorthair_120.jpg,500,375,cat,162,70,363,218
Siamese_145.jpg,500,375,cat,146,44,369,253
Bengal_172.jpg,300,269,cat,60,90,122,159
newfoundland_118.jpg,403,500,dog,98,71,340,356
miniature_pinscher_127.jpg,300,225,dog,115,29,226,145
german_shorthaired_164.jpg,499,500,dog,60,48,457,398
scottish_terrier_142.jpg,500,454,dog,127,65,347,329
yorkshire_terrier_119.jpg,300,199,dog,160,34,222,111
newfoundland_11.jpg,500,375,dog,246,72,397,214
pomeranian_119.jpg,300,225,dog,102,32,210,155
english_cocker_spaniel_147.jpg,500,335,dog,224,85,375,272
British_Shorthair_136.jpg,333,500,cat,43,154,211,313
staffordshire_bull_terrier_105.jpg,500,429,dog,89,39,436,329
basset_hound_135.jpg,500,299,dog,300,100,477,271
american_bulldog_100.jpg,500,333,dog,204,105,290,202
scottish_terrier_148.jpg,381,500,dog,174,42,307,265
Sphynx_132.jpg,500,375,cat,32,4,363,317
great_pyrenees_122.jpg,330,500,dog,89,49,178,128
Siamese_112.jpg,500,375,cat,119,23,334,275
great_pyrenees_158.jpg,500,375,dog,230,134,317,223
miniature_pinscher_131.jpg,300,225,dog,109,43,195,151
boxer_126.jpg,500,309,dog,169,6,377,212
staffordshire_bull_terrier_19.jpg,500,352,dog,239,144,280,203
japanese_chin_119.jpg,500,416,dog,129,37,266,145
leonberger_117.jpg,333,500,dog,76,55,263,275
Bengal_122.jpg,500,333,cat,34,46,189,219
american_bulldog_171.jpg,394,500,dog,127,38,273,170
newfoundland_18.jpg,500,375,dog,108,21,337,226
Persian_18.jpg,500,375,cat,156,89,424,282
great_pyrenees_127.jpg,500,375,dog,204,150,276,211
american_pit_bull_terrier_102.jpg,350,383,dog,110,26,338,295
Maine_Coon_134.jpg,333,500,cat,88,42,194,166
boxer_101.jpg,446,500,dog,6,12,442,450
shiba_inu_152.jpg,335,500,dog,80,4,193,152
yorkshire_terrier_109.jpg,500,471,dog,74,1,339,323
Abyssinian_133.jpg,700,496,cat,63,50,219,227
american_pit_bull_terrier_127.jpg,300,225,dog,119,1,235,159
